"> 时间","> 描述","> 类别标签","> 开始日期","> 结束日期","> 备注","> 标识码"
"0.417","操场练","2S","2015-08-29 17:15:56","2015-08-29 17:40:56","","qTKwgwDOSwOo-AQ790muKw"
"0.667","看综艺节目","4Pr","2015-08-29 16:30:35","2015-08-29 17:10:35","","Xxqyb-BDT5qNj4SMVcyTtA"
"2.205","Coupon visit","3OL","2015-08-29 14:08:30","2015-08-29 16:20:48","","a2vt2JMrRDOj0wscTzBI4w"
"0.283","PCI docclass prob的理论猜想","1C","2015-08-29 11:45:35","2015-08-29 12:02:35","","zyinE-3mRzeEL3o3Q4YB1g"
"0.555","PCI docclass prob","1C","2015-08-29 10:53:47","2015-08-29 11:27:05","","3-rzRRtMQxmTcOhkT6_z_w"
"0.521","PCI docclass","1C","2015-08-29 10:01:55","2015-08-29 10:33:12","","fjAyiKPxSeCoIVnb_Ck16w"
"0.429","PCI docclass","1C","2015-08-29 09:15:39","2015-08-29 09:41:22","","I_oEnT1WRyaOEJ3_a4EguQ"
"0.407","PCI 文档过滤","1A","2015-08-28 21:16:29","2015-08-28 21:40:53","","VXD9qjlTQW6OzPilyn8s1w"
"0.583","想怎么跟唐婷说","4Pr","2015-08-28 20:40:36","2015-08-28 21:15:36","","GaTqNXfSRiaJ1n4A2jqQkw"
"0.333","微信和不知道自己该干嘛","4Pr","2015-08-28 20:10:05","2015-08-28 20:30:05","","L0IIIRXyT6yKLYEZQnvcVQ"
"0.500","看电视剧","4Pr","2015-08-28 19:15:54","2015-08-28 19:45:54","","afs23jPmQ9uxXjN4JqOphA"
"6.000","到南京弄牙（时间段估计）","4Pr","2015-08-28 07:07:07","2015-08-28 13:07:07","","GEoqBesfREG5lWuj2YoMiw"
"1.167","论文复杂度分析（自己完全可以不做）","4BK","2015-08-27 21:15:09","2015-08-27 22:25:09","","2ZBKfAmPS9-So5dBjmfAPQ"
"0.417","操场练","2S","2015-08-27 20:30:12","2015-08-27 20:55:12","","Sii1Ic4gQKmLc15owrQHng"
"0.333","不知道该做什么好，什么事都不想做","4Pr","2015-08-27 20:00:16","2015-08-27 20:20:16","","Cf-FYwA2Qh-ixdvrv3LKkA"
"0.699","Coupon想优雅的方法，然后没前进","3OL","2015-08-27 19:13:53","2015-08-27 19:55:51","","MenWYnGlQV6v5KviUibl3g"
"1.250","恶习","4Pr","2015-08-27 16:30:37","2015-08-27 17:45:37","","gmeR8ujZSVymC32FJAxLlA"
"0.393","看论文","4BK","2015-08-27 16:00:54","2015-08-27 16:24:29","","9zXMMTW8RD6nSVj0F6q7Fg"
"0.648","看论文","4BK","2015-08-27 15:00:28","2015-08-27 15:39:22","","V09MxSWwS-6rsG83SudaLw"
"0.560","看论文","4BK","2015-08-27 14:08:50","2015-08-27 14:42:25","","vry2HNilQXiNfYsmTGCCEA"
"0.500","日记（状态差）","2PM","2015-08-27 13:30:52","2015-08-27 14:00:52","","3Jem4qDaSCCQa3p4JX-CVg"
"0.767","状态差，基本上什么事都没做","4Pr","2015-08-27 11:15:45","2015-08-27 12:01:45","","R5taWnInSBqhf7InINgBPg"
"3.500","学车","4O","2015-08-27 07:30:51","2015-08-27 11:00:51","","_ZhDXGy5RFSCdjxw3NHuDw"
"0.167","宿舍练","2S","2015-08-26 23:25:06","2015-08-26 23:35:06","","YxUy4CxMRfONK9PBeSaTxQ"
"0.200","看论文","4BK","2015-08-26 21:13:14","2015-08-26 21:25:14","","WXLsY4U2STWZ6H3qKqkEbA"
"2.365","Coupon时间日期","3OL","2015-08-26 18:30:25","2015-08-26 20:52:20","","FIwrDfI0Ro2ef6qIMR4N9g"
"2.000","恶习","4Pr","2015-08-26 15:00:18","2015-08-26 17:00:18","","xKVyFfXjQU6pNGf_Nrfl2w"
"0.976","Coupon时间日期","3OL","2015-08-26 13:52:26","2015-08-26 14:50:58","","TyautOBgQDmR926sbKCUuA"
"0.428","Coupon","3OL","2015-08-26 11:29:17","2015-08-26 11:54:58","","A2SLFnJZTUuwxxiBrNTP8g"
"0.916","《PCI》SVM","1C","2015-08-26 10:23:32","2015-08-26 11:18:30","","S02K023WTe2X7clvEmd3oQ"
"0.728","《PCI》SVM","1C","2015-08-26 09:24:04","2015-08-26 10:07:46","","O17IhVXfREWvewIIlUbkKQ"
"1.333","《PCI》SVM","1C","2015-08-25 21:00:15","2015-08-25 22:20:15","","8irATxZ6S-ylpEs4MSKL-Q"
"0.491","《PCI》SVM","1C","2015-08-25 20:21:17","2015-08-25 20:50:43","","PBK7rVvtS1aFM7XIMLI0Lg"
"0.437","《PCI》SVM","1C","2015-08-25 19:43:54","2015-08-25 20:10:06","","CHfXi2iqS-OvLsuU5-3Byw"
"0.750","看电视剧","4Pr","2015-08-25 18:30:01","2015-08-25 19:15:01","","5GD3r28XTUiOk44FddpM3A"
"0.583","《PCI》SVM","1C","2015-08-25 17:00:21","2015-08-25 17:35:21","","OwD5dlyiSkeDpSLH6KZw9Q"
"1.250","恶习","4Pr","2015-08-25 15:25:43","2015-08-25 16:40:43","","jXkJ_krAQCy8vbAvISZzBQ"
"0.750","《PCI》SVM","1C","2015-08-25 14:35:54","2015-08-25 15:20:54","","avuIEdK1S0ys2A6GOFw4NQ"
"0.667","《PCI》SVM","1C","2015-08-25 13:40:14","2015-08-25 14:20:14","","gRycC3zeQmSwAfE6u-PU5A"
"4.000","周日记怎么写","2PM","2015-08-25 07:30:08","2015-08-25 11:30:08","","38FpPc5wSZamMP26-qH_ZA"
"3.650","王论文修改","4BK","2015-08-24 19:01:37","2015-08-24 22:40:37","","EliQyU_dQNi9hZ7MS2TqvQ"
"1.217","王论文修改","4BK","2015-08-24 16:31:54","2015-08-24 17:44:54","","qKlAUJ_KSmWoBxH0CEBULg"
"0.667","看论文","4BK","2015-08-24 15:40:22","2015-08-24 16:20:22","","vOGxaxDRRQmJ7sHjmtgZYQ"
"0.433","看论文","4BK","2015-08-24 15:03:08","2015-08-24 15:29:08","","6Ezrl88aQR2nK_-gU5nz5g"
"0.517","发呆，什么都不想干","4Pr","2015-08-24 14:30:27","2015-08-24 15:01:27","","xqVnlTaITBerjubhInmwQw"
"1.000","帮boss拿钥匙","4BK","2015-08-24 13:30:21","2015-08-24 14:30:21","","c6FoOkLpTnKtnRHWBcHfzw"
"0.667","搬东西","4Pr","2015-08-24 11:10:42","2015-08-24 11:50:42","","A-sGFLQOQCSY0RGCyiHicA"
"1.000","Coupon想方法","3OL","2015-08-24 10:00:42","2015-08-24 11:00:42","","TV1sqRg-QIijIB20n5DXJQ"
"2.000","想着怎么写周日记，去弄日历类应用等","4Pr","2015-08-24 07:45:53","2015-08-24 09:45:53","","PeZ170OdTSertNar-GLutg"
"2.000","受搬东西及彪哥来实验室的影响，学习效率很低","4Pr","2015-08-23 18:30:37","2015-08-23 20:30:37","","DNgRHygeTQucnDH6wjhYOQ"
"0.333","Coupon想方法","3OL","2015-08-23 16:30:58","2015-08-23 16:50:58","","uuKWNgG8QlCvyiPZQhAwaw"
"0.517","Coupon想方法","3OL","2015-08-23 15:50:59","2015-08-23 16:21:59","","TLKYpgrESPO7t6nl7BUkEQ"
"0.650","《集体智慧》支持向量机","1A","2015-08-23 14:51:50","2015-08-23 15:30:50","","n7079sZoQqWWVKYZDx03Aw"
"0.483","《集体智慧》支持向量机，受搬东西影响","1A","2015-08-23 14:09:57","2015-08-23 14:38:57","","VlMyKRXeShWgPv6-EVx06A"
"0.700","了解公司","3OL","2015-08-23 11:08:05","2015-08-23 11:50:05","","0W3sUFtvRTq9UhjK_68v_A"
"0.383","想着怎么问代老师：自己接下来做什么","4BK","2015-08-23 10:25:33","2015-08-23 10:48:33","","Ra3MytCGTcStcPRu5LEhQg"
"0.500","《集体智慧》支持向量机","1A","2015-08-23 09:45:42","2015-08-23 10:15:42","","sTy43KMHTvSDnuJveDN6HA"
"0.850","周日记怎么写","4Pr","2015-08-23 08:39:36","2015-08-23 09:30:36","","pJAoeD--S0evJPyo9y5feA"
"0.833","装日历类应用软件","4Pr","2015-08-23 07:40:59","2015-08-23 08:30:59","","q0dT4lr4Q4mEmO-yLAaZ2Q"
"0.183","Coupon题意理解","3OL","2015-08-21 20:50:55","2015-08-21 21:01:55","","BQNw_F-WSouYtaM4MidD0A"
"0.250","《集体智慧》决策树","1A","2015-08-21 20:35:55","2015-08-21 20:50:55","","R7Ah2qzUSL-FIQFm9JakUA"
"0.500","《集体智慧》决策树","1C","2015-08-21 19:55:26","2015-08-21 20:25:26","","8VhMYft4SuWKN6JLJOYZvQ"
"1.000","《集体智慧》决策树","1C","2015-08-21 18:50:40","2015-08-21 19:50:40","","SOjK7-SiTxappKF4lfpzHg"
"0.500","《观呼吸》","2R","2015-08-21 16:30:55","2015-08-21 17:00:55","","9D8GukTGSKWwwpjO_GUpAg"
"0.667","《集体智慧》决策树,Ipython使用","1C","2015-08-21 15:35:27","2015-08-21 16:15:27","","IvvgF5rESTeH-swfQ4G7wg"
"0.567","《集体智慧》决策树,Ipython使用","1C","2015-08-21 14:52:46","2015-08-21 15:26:46","","Ui8e_N3ES1WU2NTTFtYyWw"
"0.417","看综艺节目","4Pr","2015-08-21 14:15:24","2015-08-21 14:40:24","","BLt_8huHTGypO6sA1PUKfw"
"0.517","Coupon题意理解","3OL","2015-08-21 13:35:53","2015-08-21 14:06:53","","v5tP4cu8R3ix-fQFgbHIqQ"
"1.750","《集体智慧》决策树，大量时间用来调一个bug.(该段时间为合并计时","1C","2015-08-21 10:30:13","2015-08-21 12:15:13","","5Di8KFCMThKc7dyen4kL-w"
"0.583","《集体智慧》决策树","1C","2015-08-21 09:50:14","2015-08-21 10:25:14","","0aV8kXK6R6OuRKzHnkczzA"
"0.817","《观呼吸》100至115","2R","2015-08-21 08:01:47","2015-08-21 08:50:47","","6ZSQLA8wSzWz20vF7c8fGw"
"0.317","早晨前准备","4Pr","2015-08-21 07:40:36","2015-08-21 07:59:36","","p1brX7ezS6iUQWXTIl9bHA"
"0.333","记录时间","2PM","2015-08-20 21:00:45","2015-08-20 21:20:45","","MSVEMbu6Td-b4xmvEHqmeA"
"0.167","《集体智慧》决策树","1A","2015-08-20 20:50:45","2015-08-20 21:00:45","","qBWmsP-wQeqp1MFKGchEBg"
"0.833","《集体智慧》决策树","1A","2015-08-20 19:50:59","2015-08-20 20:40:59","","dYY3ddKRQq2qJnDUJ9r5iw"
"0.483","Numpy","1C","2015-08-20 19:11:09","2015-08-20 19:40:09","","yiSIbX99T2evf_SnfX0Nuw"
"0.250","Coupon题意理解","3OL","2015-08-20 16:45:31","2015-08-20 17:00:31","","O08TNGfdS9WnuRtN765O8Q"
"1.083","聊天及王论文加图","4BK","2015-08-20 15:30:55","2015-08-20 16:35:55","","LXerecsxSHq4z-JhW2a5Tw"
"0.500","Coupon题意理解","3OL","2015-08-20 14:45:01","2015-08-20 15:15:01","","914Eqg4MSWyixxAH0cbV7A"
"0.650","Coupon题意理解","3OL","2015-08-20 13:57:18","2015-08-20 14:36:18","","IX4sxn-rTVCvLN-14cp6_A"
"0.250","王论文加图","4BK","2015-08-20 13:40:46","2015-08-20 13:55:46","","SSzOW8ikRhSOA21E2caNxA"
"0.917","学习资料如何收集和记载","3OL","2015-08-20 11:05:45","2015-08-20 12:00:45","","UnYpbg34QGWBeEAeQJlzcQ"
"1.500","王论文加图","4BK","2015-08-20 09:10:38","2015-08-20 10:40:38","","jEyhjE2MQr6_BYY5P4Wlkg"
"0.983","总结天池比赛","3OL","2015-08-19 20:30:55","2015-08-19 21:29:55","","dLm1QE-jSBqDJDCkiOa3Mw"
"1.100","王论文程序","4BK","2015-08-19 19:19:27","2015-08-19 20:25:27","","UfZ_e_xaS_aE-dGAqYZrbw"
"0.250","看综艺节目","4Pr","2015-08-19 18:30:44","2015-08-19 18:45:44","","dOdMG5ypRxSnpxBeiZFQhg"
"0.600","操场练","2S","2015-08-19 17:25:04","2015-08-19 18:01:04","","JlgVq_cjQWermITr1h-AKw"
"0.317","王程序","4BK","2015-08-19 16:51:05","2015-08-19 17:10:05","","7RBC55DlSrWtoA7Po81gJw"
"0.167","翻墙","4Pr","2015-08-19 16:35:31","2015-08-19 16:45:31","","TQzRqUYhTWG-60WZX5vgyg"
"0.417","《统计学习方法》回顾","1A","2015-08-19 16:00:31","2015-08-19 16:25:31","","gJc5u3ATSmuZji-tZWeG0A"
"0.750","《统计学习方法》回顾","1A","2015-08-19 15:05:54","2015-08-19 15:50:54","","GGStuvzFSYSkvUr5o1dHaA"
"0.500","《统计学习方法》回顾；马尔可夫","1A","2015-08-19 14:20:37","2015-08-19 14:50:37","","euZJqauvRGy-92xLu_BdsQ"
"0.500","恶习","4Pr","2015-08-19 13:30:57","2015-08-19 14:00:57","","P8IX3avTSbOenLc3-OnqZg"
"1.950","Vps翻墙","3OL","2015-08-19 09:43:49","2015-08-19 11:40:49","","ovvttf72S_Gtu0wt0j4G7g"
"0.500","Coupon翻译","3OL","2015-08-19 09:10:46","2015-08-19 09:40:46","","2kCpjRsSRkSXjDWXUaZRdA"
"1.167","Coupon翻译","3OL","2015-08-18 20:20:23","2015-08-18 21:30:23","","NuJkQ8UrSAWK6s7wzqmlrA"
"0.167","精力不济","4Pr","2015-08-18 20:05:32","2015-08-18 20:15:32","","dBlX_3gSSWWb1_Fnkvi8uw"
"0.750","Coupon翻译","3OL","2015-08-18 19:20:32","2015-08-18 20:05:32","","tQ-fzW6kTN64DYUGaF5--A"
"0.333","看综艺节目","4Pr","2015-08-18 18:45:53","2015-08-18 19:05:53","","zWUThPDnSSawLtnFFLrdUQ"
"2.500","听阿里比赛","3OL","2015-08-18 14:00:18","2015-08-18 16:30:18","","H5DkUJ33RVCLm8BGLeX5CA"
"4.500","听阿里比赛","3OL","2015-08-18 07:30:23","2015-08-18 12:00:23","","6gndMGVBSt6h_I28kqhjcA"
"1.133","Coupon翻译程序中的一个小点","3OL","2015-08-17 20:45:11","2015-08-17 21:53:11","","qKxdlyZUTxKmkMKd1aATmA"
"0.500","了解推荐系统","1A","2015-08-17 20:10:10","2015-08-17 20:40:10","","p4Bv5wM4Q-GufNzdVBYVBg"
"0.667","了解推荐系统","1A","2015-08-17 19:10:05","2015-08-17 19:50:05","","FUkf4YNCSvWQSTMfK-QaQg"
"0.500","操场练","2S","2015-08-17 17:35:38","2015-08-17 18:05:38","","O8-sjRiqT-CR33rd0byUpQ"
"1.850","王程序","1A","2015-08-17 15:14:46","2015-08-17 17:05:46","","uZCU-dGDSZmJoBT1CBAWRg"
"1.483","王程序","4BK","2015-08-17 13:20:55","2015-08-17 14:49:55","","Im3EZeIgS6GLZKt3w7iqFg"
"1.750","王论文加实验","4BK","2015-08-17 09:50:34","2015-08-17 11:35:34","","qLiMgSDwQ827AvI2TGyWgw"
"0.483","王论文加实验","4BK","2015-08-17 09:11:14","2015-08-17 09:40:14","","1eVELJGrQy-lNFdwHSs85A"
"0.500","清扫实验室地面","4O","2015-08-17 08:20:14","2015-08-17 08:50:14","","4-MiWPfXRKikrJhbT4XJ8A"
"0.250","日记","2PM","2015-08-17 08:01:59","2015-08-17 08:16:59","","AsGRjIKuRAKCHob39O2Siw"
"0.183","看8卦新闻","4Pr","2015-08-17 07:50:59","2015-08-17 08:01:59","","Ql5WtMFKSR6sY55R-I41qQ"
"0.500","SVN提交","4BK","2015-08-16 21:30:01","2015-08-16 22:00:01","","zL7YSwtlRVGaxbBZ2FZJ2w"
"0.750","Coupon的一个小点","3OL","2015-08-16 20:35:29","2015-08-16 21:20:29","","S40_RlDSRlyHXqq6L-_R9A"
"0.833","核实王论文程序","4BK","2015-08-16 19:35:04","2015-08-16 20:25:04","","leu7Hiv_Qq63mXR2tswR4g"
"1.250","出去逛","4Pr","2015-08-16 18:10:59","2015-08-16 19:25:59","","kOdUAM_sR96ojwmSDHXKpg"
"0.517","Coupon翻译","3OL","2015-08-16 16:39:48","2015-08-16 17:10:48","","rQNIYewIS5CShaX8Rtzjxg"
"0.500","Coupon在3.0下运行","3OL","2015-08-16 16:00:17","2015-08-16 16:30:17","","91c2e2xrSJWub2pWC8kPGg"
"0.500","Anaconda切换到3.0","3OL","2015-08-16 15:20:18","2015-08-16 15:50:18","","uvQmEQ_9RvasdBf-KwhUfA"
"1.350","《统计学习方法》随机场及收尾，但后来感到精力不济","1A","2015-08-16 13:41:06","2015-08-16 15:02:06","","4rudg0VMTuae31TFrgkJ5Q"
"1.000","Anaconda切换到3.0","3OL","2015-08-16 10:40:10","2015-08-16 11:40:10","","z-klYrUnTFe4SLOYUlR8xA"
"0.417","Coupon","3OL","2015-08-16 10:10:35","2015-08-16 10:35:35","","nsMaPO0tTliYhiM_-NMzDA"
"0.417","Coupon","3OL","2015-08-16 09:35:05","2015-08-16 10:00:05","","vjcdcNQNQE288Ngwc9u1FA"
"0.333","《观呼吸》47至55","2R","2015-08-16 09:05:45","2015-08-16 09:25:45","","buR7dZHLSMuVarwGNbjWoA"
"0.500","问小强","2PM","2015-08-16 08:15:10","2015-08-16 08:45:10","","asS3iwPbSb2PUej8CIEy_A"
"0.500","周计划","2PM","2015-08-16 07:40:47","2015-08-16 08:10:47","","lNO02NkaRQaT5oWtay6vQA"
"0.750","Insanity","2R","2015-08-15 16:20:37","2015-08-15 17:05:37","","Rcm1mCIzQeWh6ms99FXh4Q"
"0.333","操场练","2S","2015-08-14 22:30:05","2015-08-14 22:50:05","","QLfYUZzcRzeyUkzGqeEvsg"
"0.167","Coupon翻译","3OL","2015-08-14 21:30:36","2015-08-14 21:40:36","","TTzQJFdkS1aXTc4XI_1iQQ"
"0.417","同学问自己；跟老板聊","4O","2015-08-14 21:05:29","2015-08-14 21:30:29","","KViIgVnETk6MOqEfkN2Axg"
"0.667","Coupon翻译","3OL","2015-08-14 20:20:09","2015-08-14 21:00:09","","SiQlu1UET1W3HYBIQ83cnQ"
"1.433","王论文：跟张讨论及引定理","4BK","2015-08-14 18:35:16","2015-08-14 20:01:16","","5hnYAn2iSIe3ybMIY4EUKw"
"1.083","王论文修改","4BK","2015-08-14 16:20:43","2015-08-14 17:25:43","","P-fMNijuSRehGiKVle9Dbw"
"0.500","《统计学习方法》随机场","1A","2015-08-14 15:40:57","2015-08-14 16:10:57","","_ZAK73_2Qv28ODudGOTB-w"
"1.650","Coupon翻译","3OL","2015-08-14 13:35:44","2015-08-14 15:14:44","","fhM30DWmSUOr2ZPbrRSr_Q"
"0.350","同学问自己","4O","2015-08-14 11:40:06","2015-08-14 12:01:06","","4CtsKtKGTkCzrpnzjiciXQ"
"1.500","《统计学习方法》最大熵及网上查这个，但发现网上跟书上差不多","1A","2015-08-14 09:40:36","2015-08-14 11:10:36","","noTvqmw9TZucyUhSZvw5Aw"
"0.250","《观呼吸》","2R","2015-08-14 09:10:51","2015-08-14 09:25:51","","JmZvzhMtQdyvMClira3q6A"
"0.583","LeetCode","1C","2015-08-13 21:40:16","2015-08-13 22:15:16","","J1fUwqo9R3qeVrPHDukjbw"
"2.850","跟张讨论及定理引入","4BK","2015-08-13 18:10:45","2015-08-13 21:01:45","","_VGhYMnNTyqTkLPLH01xbA"
"1.017","《统计学习方法》提升树，开始6章","1A","2015-08-13 16:00:11","2015-08-13 17:01:11","","WFOd73U5SD-QVpPkTUSQtg"
"0.250","跟张讨论王论文","4BK","2015-08-13 15:35:41","2015-08-13 15:50:41","","17hMx7rXQbW1oFiX_QtHeg"
"1.667","王论文","4BK","2015-08-13 13:30:13","2015-08-13 15:10:13","","vvQQdC6YQGapKSNuvgaLLA"
"0.517","王论文及查资料","4BK","2015-08-13 11:25:13","2015-08-13 11:56:13","","TD4ixcf_Sca2o5peQftgBg"
"2.000","Coupon baselineCode及翻译","1A","2015-08-13 09:10:49","2015-08-13 11:10:49","","PwwYClSISOSXCk4j9rvNgg"
"0.250","《从1到无穷大》","2R","2015-08-13 08:45:24","2015-08-13 09:00:24","","XaG8ClOGSqGXPqbmovFmoA"
"2.167","查资料","4BK","2015-08-12 19:20:53","2015-08-12 21:30:53","","HyxjzGeCRumt8F9Oa4XQoA"
"0.583","操场练","2R","2015-08-12 17:45:04","2015-08-12 18:20:04","","867TbCyZTbOhzC46J7j2fg"
"1.000","Coupon看题","1A","2015-08-12 16:20:33","2015-08-12 17:20:33","","gP5QX2NYRne975DTDsfPQQ"
"2.800","练车","4O","2015-08-12 13:15:38","2015-08-12 16:03:38","","HNVSwHKORcy_2jgb9euoGA"
"0.500","Coupon看题","1A","2015-08-12 11:20:11","2015-08-12 11:50:11","","4slw5oXSSOuUVBUPeWaN1Q"
"0.250","王论文","4BK","2015-08-12 11:00:37","2015-08-12 11:15:37","","BH3lRbBQRtubIWQM5a7QAw"
"1.083","《统计学习方法》8.1","1A","2015-08-12 09:40:42","2015-08-12 10:45:42","","N3pJ58tDSWyCM5unbxA3rQ"
"0.167","《从1到无穷大》","2R","2015-08-12 09:30:42","2015-08-12 09:40:42","","u5TBo6FiRCeedmIscR8ocQ"
"1.667","总结及计划","4Pr","2015-08-12 07:30:47","2015-08-12 09:10:47","","3KkKuupQT3u6UQQwG1_4ow"
"1.681","看Kaggle上的一个题目，但Kaggle上的手机验证，花了很长时间","3OL","2015-08-11 18:30:07","2015-08-11 20:10:57","","RNm72RHsRjGYKt9BkGGE7g"
"1.167","看Kaggle上的一个题目","3OL","2015-08-11 15:40:49","2015-08-11 16:50:49","","ACjsTM2gTbu5jW3-Zljv_Q"
"1.317","瞎想这个学期该做什么","4Pr","2015-08-11 14:11:50","2015-08-11 15:30:50","","sJfbX7esRQWDhU87AaoSRQ"
"0.667","王程序","4BK","2015-07-25 20:05:08","2015-07-25 20:45:08","","v7AbZnZORiysBZ3pK67iXQ"
"0.333","操场练","2S","2015-07-24 22:30:56","2015-07-24 22:50:56","","Gbu4yF5jS56oSXk03o_3cw"
"0.333","观察数据及与张讨论，纯粹的无聊之举","4Pr","2015-07-24 21:30:52","2015-07-24 21:50:52","","kslEO5MdSyqTyjRByDWmrg"
"1.250","蚂蚁金服最后的代码编完","1C","2015-07-24 20:00:54","2015-07-24 21:15:54","","jv7sZR_2TqGNoHzI6vO3Wg"
"0.500","感到状态差而休息，但一会学习时发现精力是足够学习用的","4Pr","2015-07-24 19:30:54","2015-07-24 20:00:54","","Qd_-mmXsSnewM6uR5lmgAg"
"0.500","《曾国藩2》55至68","2R","2015-07-24 19:00:54","2015-07-24 19:30:54","","f74uLtQDQ-KfWy3_Bfs2bQ"
"0.333","打水等闲事","4Pr","2015-07-24 18:40:54","2015-07-24 19:00:54","","dhzmezrPQh6H4SomCXhswg"
"0.917","Java编整理arff的说明，说明只有几句话，自己太磨叽","4BK","2015-07-24 16:40:47","2015-07-24 17:35:47","","KHeWjcxNSpKcaaSH32sodQ"
"1.000","Java编整理arff","1C","2015-07-24 15:20:14","2015-07-24 16:20:14","","Jdud5aMmRyq5caPWUOT0Gw"
"1.083","Java编整理arff","1C","2015-07-24 14:00:23","2015-07-24 15:05:23","","08p2cdZaSMO1HK0h1p5-vg"
"0.250","王程序","4BK","2015-07-24 13:45:23","2015-07-24 14:00:23","","D_i3lCm6TfiXgBYwcpyBhg"
"0.333","王程序及arff","4BK","2015-07-24 11:45:11","2015-07-24 12:05:11","","SCt6LgOTTUyylnphUXDH_w"
"1.333","《统计学习方法》66至74","1A","2015-07-24 10:10:37","2015-07-24 11:30:37","","gZd90Gf1QcyqaHf6vJ-Dhw"
"0.750","《曾国藩2》23至54","2R","2015-07-24 09:15:11","2015-07-24 10:00:11","","BeZF7GamQmWpGY7vHUzVhw"
"0.400","日记及时间记录","4Pr","2015-07-24 08:35:10","2015-07-24 08:59:10","","MHYz61gFQKSeooz5kJDdAA"
"0.250","王程序","4BK","2015-07-24 08:00:20","2015-07-24 08:15:20","","6gFTS81FTY-OKL3_-XZ1dA"
"0.567","洗衣服","4Pr","2015-07-24 06:55:34","2015-07-24 07:29:34","","rrWSwqKCQzaph-UM9iHHnA"
"0.500","操场练","2S","2015-07-23 22:10:50","2015-07-23 22:40:50","","Nu3m2zvZRVyrkhtHBEH2iQ"
"0.500","《统计学习方法》63至65","1A","2015-07-23 21:10:50","2015-07-23 21:40:50","","EUx8a0ftQ2ejmlShPVjvyQ"
"1.000","跟boss讨论，向张请教王论文","4BK","2015-07-23 19:40:09","2015-07-23 20:40:09","","vwrCk_IATxuX_OwysWbSTA"
"0.920","跟彪哥讨论蚂蚁金服","4Pr","2015-07-23 18:40:19","2015-07-23 19:35:32","","4StgpywwROa3BibuE-XWPA"
"0.250","《统计学习方法》","1A","2015-07-23 16:40:53","2015-07-23 16:55:53","","e1ZWRZF0TeS8XMnsL7kA8Q"
"0.250","王程序","4BK","2015-07-23 16:20:17","2015-07-23 16:35:17","","KtCvSEAhQZOcvDZghGjifA"
"0.506","《统计学习方法》55至60","1A","2015-07-23 15:40:16","2015-07-23 16:10:37","","RdFWNxb6RBq3Vu8tdGcTtg"
"1.167","王程序","3OL","2015-07-23 14:00:27","2015-07-23 15:10:27","","qXzOqAqtQlOILMKjHL-jcw"
"1.833","王程序","3OL","2015-07-23 09:50:24","2015-07-23 11:40:24","","9FEUK9pSTWyWW1_9dl3SaA"
"0.250","《曾国藩2》15至22","2R","2015-07-23 09:25:06","2015-07-23 09:40:06","","cyz9C3D-RQy47ExYYcmiJw"
"2.333","蚂蚁金服测试","1A","2015-07-22 18:30:40","2015-07-22 20:50:40","","Vkb4JNZDTWu0DxTW3tUX-w"
"3.167","蚂蚁金服观察特征","1A","2015-07-22 13:40:05","2015-07-22 16:50:05","","WJmdNStKQ1ecMB473jltfA"
"1.333","王程序","3OL","2015-07-22 10:30:30","2015-07-22 11:50:30","","H-0KDwfARzOZGMyeXFxBDw"
"0.417","选书，买书","4Pr","2015-07-22 09:50:50","2015-07-22 10:15:50","","gHE1K55nQdie7ZufIsqmFQ"
"0.417","《曾国藩2》至14","2R","2015-07-22 09:15:51","2015-07-22 09:40:51","","CMM059RrQcyLt7nrbYr6pg"
"0.167","日记","4Pr","2015-07-22 08:50:53","2015-07-22 09:00:53","","rAOKeLC5TBmz21K7sCoDHQ"
"0.417","周日记完成","4O","2015-07-22 08:15:59","2015-07-22 08:40:59","","P7f3M4zOQlCRGdiVH8srOg"
"0.083","购物","4O","2015-07-21 13:45:56","2015-07-21 13:50:56","[2015-07-21 22:01:23] 淘宝","Uzvn_R_qTX-mpnhmppxuDw"
"0.250","购物","4O","2015-07-21 13:30:56","2015-07-21 13:45:56","","hhROKoiNQCmfuxQZZieK4A"
"#tag: {""name"":""1A"",""description"":""算法（机器学习理论及常用）与理论"",""lastUsed"":""2016-05-18 02:15:42"",""background"":-12798977,""foreground"":-13092808}",,,,,,
"#tag: {""name"":""1B"",""description"":""大数据处理工具"",""lastUsed"":""2016-03-22 06:40:42"",""background"":-12798977,""foreground"":-13092808}",,,,,,
"#tag: {""name"":""1C"",""description"":""编程"",""lastUsed"":""2016-05-20 14:21:03"",""background"":-12798977,""foreground"":-13092808}",,,,,,
"#tag: {""name"":""1J"",""description"":""找工作"",""lastUsed"":""2016-05-19 10:30:08"",""background"":-12798977,""foreground"":-13092808}",,,,,,
"#tag: {""name"":""1P"",""description"":""Project:一些实际问题的解决"",""lastUsed"":""2016-05-20 14:30:17"",""background"":-12798977,""foreground"":-13092808}",,,,,,
"#tag: {""name"":""2E"",""description"":""英语"",""lastUsed"":""2015-10-24 00:20:30"",""background"":-12129405,""foreground"":-13092808}",,,,,,
"#tag: {""name"":""2PM"",""description"":""个人管理"",""lastUsed"":""2016-05-15 01:31:46"",""background"":-12129405,""foreground"":-13092808}",,,,,,
"#tag: {""name"":""2R"",""description"":""阅读"",""lastUsed"":""2016-05-20 01:04:08"",""background"":-12129405,""foreground"":-13092808}",,,,,,
